log dist. [m];gridzone;easting [m];northing [m];heighting [m];event / comment;J. no.;J. len [m];t [mm];to u/s w. [m];o'clock;depth [%];ERF;length [mm];width [mm];internal
3364.93;22;595849.9858;7621401.721;441.9278;Girth Weld;2770;12.36;11.45;;;;;;;
3377.3;22;595861.4703;7621397.187;442.1375;Girth Weld;2780;12.3;11.45;;;;;;;
3389.6;22;595872.9015;7621392.697;442.391;Girth Weld;2790;11.83;11.45;;;;;;;
3401.43;22;595883.8973;7621388.384;442.6412;Girth Weld;2800;12.35;11.45;;;;;;;
3413.77;22;595895.385;7621383.902;442.9124;Girth Weld;2810;11.99;11.45;;;;;;;
3425.76;22;595906.5334;7621379.542;443.11;Girth Weld;2820;11.98;11.45;;;;;;;
3437.74;22;595917.6909;7621375.212;443.2536;Girth Weld;2830;12.13;11.45;;;;;;;
3449.87;22;595928.9971;7621370.867;443.4432;Girth Weld;2840;12.31;11.45;;;;;;;
3462.18;22;595940.4694;7621366.457;443.6113;Girth Weld;2850;12.38;11.45;;;;;;;
3474.56;22;595952.0001;7621362.007;443.7824;Girth Weld;2860;12.31;11.45;;;;;;;
3486.86;22;595963.4699;7621357.593;443.8914;Girth Weld;2870;8.77;11.45;;;;;;;
3495.64;22;595971.6439;7621354.442;443.8472;Girth Weld;2880;12.27;11.45;;;;;;;
3507.9;22;595983.0662;7621350.019;443.6447;Girth Weld;2890;12.36;11.45;;;;;;;
3520.26;22;595994.5749;7621345.6;443.1637;Girth Weld;2900;12.35;11.45;;;;;;;
3532.61;22;596006.0826;7621341.158;442.9966;Girth Weld;2910;12.35;11.45;;;;;;;
3544.96;22;596017.5715;7621336.669;443;Girth Weld;2920;12.37;11.45;;;;;;;
3557.33;22;596028.8145;7621331.618;443.3445;Girth Weld;2930;11.74;11.45;;;;;;;
3569.07;22;596038.5562;7621325.127;444.0213;Girth Weld;2940;12.32;11.45;;;;;;;
3581.4;22;596048.7806;7621318.279;444.2506;Girth Weld;2950;12.35;11.45;;;;;;;
3593.74;22;596059.0409;7621311.441;444.3148;Girth Weld;2960;12.35;11.45;;;;;;;
3606.09;22;596069.3227;7621304.63;444.3705;Girth Weld;2970;12.34;11.45;;;;;;;
3618.43;22;596079.5997;7621297.832;444.4008;Girth Weld;2980;12.3;11.45;;;;;;;
3630.73;22;596089.8218;7621291.02;444.3958;Girth Weld;2990;12.38;11.45;;;;;;;
3643.11;22;596100.1062;7621284.157;444.4037;Girth Weld;3000;12.15;11.45;;;;;;;
3655.26;22;596110.16;7621277.363;444.5047;Girth Weld;3010;12.33;11.45;;;;;;;
3667.59;22;596120.3507;7621270.455;444.5676;Girth Weld;3020;12.35;11.45;;;;;;;
3679.93;22;596130.5767;7621263.563;444.5294;Girth Weld;3030;12.2;11.45;;;;;;;
3692.14;22;596140.6879;7621256.76;444.5262;Girth Weld;3040;12.35;11.45;;;;;;;
3704.48;22;596150.9267;7621249.888;444.6181;Girth Weld;3050;12.25;11.45;;;;;;;
3716.74;22;596161.1127;7621243.108;444.618;Girth Weld;3060;12.35;11.45;;;;;;;
3729.09;22;596171.4221;7621236.332;444.6008;Girth Weld;3070;12.09;11.45;;;;;;;
3741.18;22;596181.5178;7621229.707;444.6684;Girth Weld;3080;12.34;11.45;;;;;;;
3753.52;22;596191.8329;7621222.967;444.7685;Girth Weld;3090;12.33;11.45;;;;;;;
3765.84;22;596202.1263;7621216.217;444.7921;Girth Weld;3100;12.3;11.45;;;;;;;
3778.15;22;596212.3928;7621209.463;444.7755;Girth Weld;3110;12.34;11.45;;;;;;;
3790.48;22;596222.6755;7621202.675;444.8117;Girth Weld;3120;12.32;11.45;;;;;;;
3802.8;22;596232.9148;7621195.856;444.8749;Girth Weld;3130;12.37;11.45;;;;;;;
3815.18;22;596243.1726;7621188.966;444.8866;Girth Weld;3140;12.34;11.45;;;;;;;
3827.51;22;596253.4197;7621182.119;444.9618;Girth Weld;3150;12.24;11.45;;;;;;;
3839.76;22;596263.5912;7621175.333;445.0118;Girth Weld;3160;12.18;11.45;;;;;;;
3851.93;22;596273.677;7621168.542;445.1338;Girth Weld;3170;11.82;11.45;;;;;;;
3863.75;22;596283.442;7621161.918;445.2126;Girth Weld;3180;12.34;11.45;;;;;;;
3876.08;22;596293.6604;7621155.036;445.1701;Girth Weld;3190;12.34;11.45;;;;;;;
3888.42;22;596303.8959;7621148.179;445.0922;Girth Weld;3200;12.26;11.45;;;;;;;
3900.68;22;596314.0782;7621141.389;445.0232;Girth Weld;3210;12.33;11.45;;;;;;;
3913.01;22;596324.3314;7621134.572;444.9465;Girth Weld;3220;12.31;11.45;;;;;;;
3925.31;22;596334.5987;7621127.824;444.7085;Girth Weld;3230;12.3;11.45;;;;;;;
3937.61;22;596344.8629;7621121.078;444.3811;Girth Weld;3240;12.22;11.45;;;;;;;
3949.84;22;596355.0471;7621114.36;444.0657;Girth Weld;3250;12.33;11.45;;;;;;;
3962.17;22;596365.3055;7621107.553;443.8044;Girth Weld;3260;12.33;11.45;;;;;;;
3974.5;22;596375.558;7621100.756;443.3392;Girth Weld;3270;12.35;11.45;;;;;;;
3986.84;22;596385.8237;7621093.96;442.692;Girth Weld;3280;12.36;11.45;;;;;;;
3999.21;22;596396.0828;7621087.122;442.0966;Girth Weld;3290;12.32;11.45;;;;;;;
4011.53;22;596406.3088;7621080.297;441.5481;Girth Weld;3300;12.3;11.45;;;;;;;
4023.84;22;596416.5339;7621073.491;441.2833;Girth Weld;3310;12.17;11.45;;;;;;;
4036.01;22;596426.6752;7621066.788;441.1513;Girth Weld;3320;12.35;11.45;;;;;;;
4048.36;22;596436.9838;7621060.01;441.3649;Girth Weld;3330;12.34;11.45;;;;;;;
4060.7;22;596447.2733;7621053.232;441.6169;Girth Weld;3340;11.63;11.45;;;;;;;
4072.33;22;596456.9701;7621046.844;441.9187;Girth Weld;3350;12.34;11.45;;;;;;;
4084.67;22;596467.2461;7621040.058;442.4605;Girth Weld;3360;12.34;11.45;;;;;;;
4097.01;22;596477.4856;7621033.227;443.1475;Girth Weld;3370;12.18;11.45;;;;;;;
4109.19;22;596487.5717;7621026.461;443.808;Girth Weld;3380;12.31;11.45;;;;;;;
4121.49;22;596497.7747;7621019.629;444.3703;Girth Weld;3390;11.85;11.45;;;;;;;
4133.34;22;596507.5716;7621013.01;444.9011;Girth Weld;3400;12.31;11.45;;;;;;;
4145.65;22;596517.7739;7621006.169;445.4637;Girth Weld;3410;11.95;11.45;;;;;;;
4157.6;22;596527.7091;7620999.566;445.8943;Girth Weld;3420;12.35;11.45;;;;;;;
4169.96;22;596537.9952;7620992.765;446.3873;Girth Weld;3430;12.33;11.45;;;;;;;
4182.29;22;596548.2889;7620986.014;446.8622;Girth Weld;3440;12.36;11.45;;;;;;;
4194.65;22;596558.6228;7620979.271;447.0856;Girth Weld;3450;12.35;11.45;;;;;;;
4206.99;22;596568.9495;7620972.543;447.4371;Girth Weld;3460;12.34;11.45;;;;;;;
4219.34;22;596579.2845;7620965.83;447.8635;Girth Weld;3470;12.34;11.45;;;;;;;
4231.68;22;596589.6068;7620959.103;448.241;Girth Weld;3480;12.35;11.45;;;;;;;
4244.03;22;596599.7861;7620952.144;448.5459;Girth Weld;3490;11.83;11.45;;;;;;;
4255.86;22;596609.1812;7620944.993;448.8001;Girth Weld;3500;12.35;11.45;;;;;;;
4268.21;22;596618.7929;7620937.263;448.9993;Girth Weld;3510;12.32;11.45;;;;;;;
4280.53;22;596628.4048;7620929.583;449.1493;Girth Weld;3520;12.37;11.45;;;;;;;
4292.9;22;596638.088;7620921.908;449.3272;Girth Weld;3530;12.18;11.45;;;;;;;
4305.08;22;596647.627;7620914.364;449.5688;Girth Weld;3540;12.33;11.45;;;;;;;
4317.41;22;596657.2839;7620906.716;449.7093;Girth Weld;3550;12.3;11.45;;;;;;;
4329.71;22;596666.8977;7620899.076;449.8331;Girth Weld;3560;12.37;11.45;;;;;;;
4342.08;22;596676.5839;7620891.413;449.9655;Girth Weld;3570;12.32;11.45;;;;;;;
4354.4;22;596686.2374;7620883.782;450.097;Girth Weld;3580;12.31;11.45;;;;;;;
4366.71;22;596695.8769;7620876.152;450.2054;Girth Weld;3590;11.92;11.45;;;;;;;
4378.62;22;596705.2106;7620868.768;450.2447;Girth Weld;3600;12.28;11.45;;;;;;;
4390.91;22;596714.8633;7620861.2;450.1932;Girth Weld;3610;12.34;11.45;;;;;;;
4403.24;22;596724.5739;7620853.619;450.0468;Girth Weld;3620;12.34;11.45;;;;;;;
4415.58;22;596734.2439;7620845.984;449.983;Girth Weld;3630;12.35;11.45;;;;;;;
4427.93;22;596743.9001;7620838.304;449.9507;Girth Weld;3640;12.34;11.45;;;;;;;
4440.27;22;596753.5721;7620830.665;449.9055;Girth Weld;3650;12.34;11.45;;;;;;;
4452.61;22;596763.2759;7620823.073;449.7632;Girth Weld;3660;12.34;11.45;;;;;;;
4464.95;22;596772.9922;7620815.498;449.493;Girth Weld;3670;12.33;11.45;;;;;;;
4477.28;22;596782.6784;7620807.902;449.2847;Girth Weld;3680;12.37;11.45;;;;;;;
4489.65;22;596792.3775;7620800.25;449.127;Girth Weld;3690;12.33;11.45;;;;;;;
4501.98;22;596802.0338;7620792.621;448.8327;Girth Weld;3700;12.18;11.45;;;;;;;
4514.16;22;596811.572;7620785.08;448.4998;Girth Weld;3710;12.35;11.45;;;;;;;
4526.51;22;596821.2299;7620777.42;448.0837;Girth Weld;3720;12.36;11.45;;;;;;;
4538.87;22;596830.8918;7620769.751;447.7083;Girth Weld;3730;12.33;11.45;;;;;;;
4551.2;22;596840.5557;7620762.13;447.289;Girth Weld;3740;12.25;11.45;;;;;;;
4563.46;22;596850.1433;7620754.557;446.6941;Girth Weld;3750;12.35;11.45;;;;;;;
4575.81;22;596859.8001;7620746.925;445.9074;Girth Weld;3760;12.33;11.45;;;;;;;
4588.14;22;596869.4453;7620739.274;445.8253;Girth Weld;3770;12.38;11.45;;;;;;;
4600.52;22;596879.1241;7620731.575;445.8193;Girth Weld;3780;12.36;11.45;;;;;;;
4612.88;22;596888.7523;7620723.851;445.8726;Girth Weld;3790;12.27;11.45;;;;;;;
4625.16;22;596898.3174;7620716.185;445.9558;Girth Weld;3800;12.36;11.45;;;;;;;
4637.51;22;596907.9643;7620708.494;446.3253;Girth Weld;3810;12.28;11.45;;;;;;;
4649.79;22;596917.6003;7620700.915;446.6808;Girth Weld;3820;12.36;11.45;;;;;;;
4662.15;22;596927.2941;7620693.284;447.0206;Girth Weld;3830;12.35;11.45;;;;;;;
4674.5;22;596936.9527;7620685.624;447.5191;Girth Weld;3840;12.35;11.45;;;;;;;
4686.85;22;596946.5796;7620677.942;448.1738;Girth Weld;3850;12.33;11.45;;;;;;;
4699.18;22;596956.1999;7620670.273;448.8456;Girth Weld;3860;12.15;11.45;;;;;;;
4711.33;22;596965.6669;7620662.715;449.5106;Girth Weld;3870;12.33;11.45;;;;;;;
4723.65;22;596975.2972;7620655.074;450.2428;Girth Weld;3880;12.36;11.45;;;;;;;
4736.02;22;596984.9794;7620647.438;450.9432;Girth Weld;3890;12.34;11.45;;;;;;;
4748.36;22;596994.6429;7620639.804;451.5908;Girth Weld;3900;12.34;11.45;;;;;;;
4760.71;22;597004.2871;7620632.145;452.1353;Girth Weld;3910;12.35;11.45;;;;;;;
4773.06;22;597013.9529;7620624.492;452.617;Girth Weld;3920;12.33;11.45;;;;;;;
4785.39;22;597023.6139;7620616.87;453.1123;Girth Weld;3930;12.35;11.45;;;;;;;
4797.74;22;597033.2805;7620609.22;453.541;Girth Weld;3940;12.32;11.45;;;;;;;
4810.05;22;597042.9016;7620601.566;453.9715;Girth Weld;3950;12.39;11.45;;;;;;;
4822.44;22;597052.5644;7620593.847;454.427;Girth Weld;3960;12.36;11.45;;;;;;;
4834.8;22;597062.1874;7620586.126;454.81;Girth Weld;3970;12.34;11.45;;;;;;;
4847.14;22;597071.8248;7620578.445;455.1955;Girth Weld;3980;12.26;11.45;;;;;;;
4859.4;22;597081.4171;7620570.845;455.5489;Girth Weld;3990;12.38;11.45;;;;;;;
4871.78;22;597091.1264;7620563.194;455.9135;Girth Weld;4000;12.36;11.45;;;;;;;
4884.1;22;597100.7587;7620555.543;456.2339;metal loss-construction feature  / girth weld feature;;;;-12.32;3:58;19;;19;73;n/a
4884.14;22;597100.7876;7620555.52;456.2348;Girth Weld;4010;12.32;11.45;;;;;;;
4896.46;22;597110.419;7620547.868;456.5166;Girth Weld;4020;12.36;11.45;;;;;;;
4908.82;22;597120.1011;7620540.209;456.8693;Girth Weld;4030;12.34;11.45;;;;;;;
4921.17;22;597129.7469;7620532.542;457.2579;Girth Weld;4040;12.35;11.45;;;;;;;
4933.51;22;597139.3913;7620524.863;457.5767;Girth Weld;4050;12.18;11.45;;;;;;;
4945.69;22;597148.9185;7620517.311;457.8491;Girth Weld;4060;12.35;11.45;;;;;;;
4958.04;22;597158.5723;7620509.635;457.9648;Girth Weld;4070;11.85;11.45;;;;;;;
4969.89;22;597167.8456;7620502.287;458.0008;Girth Weld;4080;12.34;11.45;;;;;;;
4982.23;22;597177.5271;7620494.658;457.8866;Girth Weld;4090;12.34;11.45;;;;;;;
4994.57;22;597187.1953;7620487.015;457.7429;Girth Weld;4100;12.3;11.45;;;;;;;
4995.62;22;597188.017;7620486.362;457.726;MM  / No. 3 @ KM 902+004,60;;;;;12:00;;;;;
5006.87;22;597196.8039;7620479.398;457.433;Girth Weld;4110;12.31;11.45;;;;;;;
5019.17;22;597206.4128;7620471.75;456.9818;Girth Weld;4120;12.32;11.45;;;;;;;
5031.5;22;597216.0442;7620464.116;456.3658;Girth Weld;4130;11.8;11.45;;;;;;;
5043.3;22;597225.2841;7620456.826;455.7808;Girth Weld;4140;12.35;11.45;;;;;;;
5055.64;22;597234.9431;7620449.195;455.1273;Girth Weld;4150;12.35;11.45;;;;;;;
5068;22;597244.6062;7620441.569;454.3354;Girth Weld;4160;11.98;11.45;;;;;;;
5079.98;22;597253.972;7620434.195;453.349;Girth Weld;4170;12.35;11.45;;;;;;;
5092.33;22;597263.635;7620426.592;452.371;Girth Weld;4180;12.34;11.45;;;;;;;
5104.67;22;597273.2833;7620418.988;451.3862;Girth Weld;4190;12.34;11.45;;;;;;;
5117.02;22;597282.9291;7620411.376;450.4452;Girth Weld;4200;12.35;11.45;;;;;;;
5129.36;22;597292.5876;7620403.796;449.3507;Girth Weld;4210;12.31;11.45;;;;;;;
5141.68;22;597302.1985;7620396.21;448.2365;Girth Weld;4220;12.18;11.45;;;;;;;
5153.86;22;597311.6988;7620388.7;447.1086;Girth Weld;4230;12.2;11.45;;;;;;;
5166.06;22;597321.2173;7620381.196;445.95;Girth Weld;4240;12.37;11.45;;;;;;;
5178.43;22;597330.872;7620373.563;444.8898;Girth Weld;4250;12.33;11.45;;;;;;;
5190.76;22;597340.5036;7620365.94;444.1112;Girth Weld;4260;12.38;11.45;;;;;;;
5203.13;22;597350.1884;7620358.288;443.4911;Girth Weld;4270;12.33;11.45;;;;;;;
5215.46;22;597359.8503;7620350.661;443.2504;Girth Weld;4280;12.36;11.45;;;;;;;
5227.83;22;597369.5381;7620343.007;443.2324;Girth Weld;4290;12.35;11.45;;;;;;;
5240.18;22;597379.1801;7620335.322;443.6087;Girth Weld;4300;12.36;11.45;;;;;;;
5252.54;22;597388.8526;7620327.655;444.0534;Girth Weld;4310;12.34;11.45;;;;;;;
5264.88;22;597398.5108;7620320.02;444.6804;Girth Weld;4320;12.36;11.45;;;;;;;
5277.24;22;597408.1627;7620312.358;445.5438;Girth Weld;4330;12.34;11.45;;;;;;;
5289.59;22;597417.7978;7620304.725;446.5203;Girth Weld;4340;11.89;11.45;;;;;;;
5301.48;22;597427.0868;7620297.386;447.4989;Girth Weld;4350;12.26;11.45;;;;;;;
5313.73;22;597436.6864;7620289.84;448.4691;Girth Weld;4360;12.36;11.45;;;;;;;
5326.1;22;597446.3451;7620282.19;449.2872;Girth Weld;4370;12.34;11.45;;;;;;;
5338.44;22;597455.9773;7620274.538;450.1745;Girth Weld;4380;12.34;11.45;;;;;;;
5350.78;22;597465.6115;7620266.894;451.0407;Girth Weld;4390;12.3;11.45;;;;;;;
5363.08;22;597475.247;7620259.293;451.7295;Girth Weld;4400;12.26;11.45;;;;;;;
5375.34;22;597484.8371;7620251.716;452.4848;Girth Weld;4410;12.38;11.45;;;;;;;
5387.72;22;597494.5227;7620244.06;453.2278;Girth Weld;4420;12.34;11.45;;;;;;;
5400.06;22;597504.1864;7620236.431;453.7521;Girth Weld;4430;12.37;11.45;;;;;;;
5412.42;22;597513.8941;7620228.818;454.3952;Girth Weld;4440;12.32;11.45;;;;;;;
5424.74;22;597523.5321;7620221.199;455.0824;Girth Weld;4450;11.86;11.45;;;;;;;
5436.6;22;597532.7983;7620213.847;455.7054;Girth Weld;4460;11.83;11.45;;;;;;;
5448.43;22;597542.0662;7620206.534;456.2914;Girth Weld;4470;12.36;11.45;;;;;;;
5460.79;22;597551.7253;7620198.872;456.9921;Girth Weld;4480;12.36;11.45;;;;;;;
5473.15;22;597561.3918;7620191.233;457.7856;Girth Weld;4490;12.33;11.45;;;;;;;
5485.48;22;597571.0329;7620183.597;458.4845;Girth Weld;4500;12.34;11.45;;;;;;;
5497.82;22;597580.6689;7620175.93;459.1473;Girth Weld;4510;12.34;11.45;;;;;;;
5510.16;22;597590.3162;7620168.287;459.8132;Girth Weld;4520;12.28;11.45;;;;;;;
5522.44;22;597599.935;7620160.698;460.4485;Girth Weld;4530;12.35;11.45;;;;;;;
5534.79;22;597609.5831;7620153.039;461.0786;Girth Weld;4540;12.34;11.45;;;;;;;
5547.13;22;597619.2304;7620145.403;461.8161;Girth Weld;4550;12.34;11.45;;;;;;;
5559.46;22;597628.8778;7620137.772;462.5539;Girth Weld;4560;12.36;11.45;;;;;;;
5571.82;22;597638.5437;7620130.095;462.8843;Girth Weld;4570;12.34;11.45;;;;;;;
5584.17;22;597648.1875;7620122.428;463.2688;Girth Weld;4580;12.36;11.45;;;;;;;
5596.52;22;597657.837;7620114.749;463.7615;Girth Weld;4590;12.32;11.45;;;;;;;
5608.84;22;597667.4602;7620107.084;464.0802;Girth Weld;4600;12.35;11.45;;;;;;;
5621.19;22;597677.1035;7620099.39;464.2456;Girth Weld;4610;12.3;11.45;;;;;;;
5633.49;22;597686.7053;7620091.734;464.3966;Girth Weld;4620;12.19;11.45;;;;;;;
5645.68;22;597696.2253;7620084.151;464.5396;Girth Weld;4630;12.33;11.45;;;;;;;
5658;22;597705.8535;7620076.477;464.5161;Girth Weld;4640;12.35;11.45;;;;;;;
5670.36;22;597715.4825;7620068.763;464.4235;Girth Weld;4650;12.36;11.45;;;;;;;
5682.71;22;597725.1295;7620061.067;464.277;Girth Weld;4660;12.31;11.45;;;;;;;
5695.03;22;597735.2402;7620054.124;464.0888;Girth Weld;4670;12.32;11.45;;;;;;;
5707.35;22;597746.3523;7620048.858;464.0497;Girth Weld;4680;12.28;11.45;;;;;;;
5719.63;22;597757.9081;7620044.749;464.2321;Girth Weld;4690;12.38;11.45;;;;;;;
5732.01;22;597769.5752;7620040.657;464.3596;Girth Weld;4700;12.34;11.45;;;;;;;
5744.35;22;597781.2023;7620036.558;464.4727;Girth Weld;4710;12.35;11.45;;;;;;;
5756.7;22;597792.8461;7620032.493;464.7472;Girth Weld;4720;12.36;11.45;;;;;;;
5769.05;22;597804.488;7620028.409;465.0513;Girth Weld;4730;12.34;11.45;;;;;;;
5781.39;22;597816.119;7620024.35;465.2564;Girth Weld;4740;12.35;11.45;;;;;;;
5793.74;22;597827.7987;7620020.383;465.4535;Girth Weld;4750;12.34;11.45;;;;;;;
5806.07;22;597839.4874;7620016.494;465.6851;Girth Weld;4760;12.36;11.45;;;;;;;
5818.43;22;597851.1814;7620012.553;465.8523;Girth Weld;4770;9.88;11.45;;;;;;;
5828.31;22;597860.5056;7620009.338;465.9502;Girth Weld;4780;12.35;11.45;;;;;;;
5840.66;22;597872.1251;7620005.19;465.9682;Girth Weld;4790;12.35;11.45;;;;;;;
5853.01;22;597883.7059;7620000.943;466.1616;Girth Weld;4800;12.34;11.45;;;;;;;
5865.35;22;597895.2571;7619996.65;466.5174;Girth Weld;4810;12.25;11.45;;;;;;;
5877.6;22;597906.7516;7619992.458;466.7772;Girth Weld;4820;12.34;11.45;;;;;;;
5889.94;22;597918.3755;7619988.362;466.9068;Girth Weld;4830;12.35;11.45;;;;;;;
5902.29;22;597930.0187;7619984.298;467.0292;Girth Weld;4840;12.18;11.45;;;;;;;
5914.47;22;597941.492;7619980.253;467.2045;Girth Weld;4850;12.27;11.45;;;;;;;
5926.74;22;597953.0504;7619976.182;467.3796;Girth Weld;4860;12.33;11.45;;;;;;;
5939.07;22;597964.6709;7619972.118;467.5996;Girth Weld;4870;12.37;11.45;;;;;;;
5951.44;22;597976.3393;7619968.05;467.7954;Girth Weld;4880;12.35;11.45;;;;;;;
5963.79;22;597987.9969;7619964.022;467.8425;Girth Weld;4890;12.29;11.45;;;;;;;
5976.08;22;597999.5898;7619959.997;467.9407;Girth Weld;4900;12.34;11.45;;;;;;;
5988.42;22;598011.2373;7619955.956;468.1079;Girth Weld;4910;12.34;11.45;;;;;;;
6000.76;22;598022.8798;7619951.919;468.2287;Girth Weld;4920;12.37;11.45;;;;;;;
6013.13;22;598034.5503;7619947.876;468.2575;Girth Weld;4930;12.15;11.45;;;;;;;
6025.28;22;598046.0187;7619943.904;468.2225;Girth Weld;4940;12.36;11.45;;;;;;;
6037.64;22;598057.6832;7619939.869;468.1548;Girth Weld;4950;12.35;11.45;;;;;;;
6049.99;22;598069.3289;7619935.816;468.0198;Girth Weld;4960;12.33;11.45;;;;;;;
6062.32;22;598080.9484;7619931.743;468.0786;Girth Weld;4970;12.33;11.45;;;;;;;
6074.64;22;598092.5642;7619927.667;467.9329;Girth Weld;4980;12.37;11.45;;;;;;;
6087.02;22;598104.2238;7619923.578;467.7538;Girth Weld;4990;12.33;11.45;;;;;;;
6099.35;22;598115.8489;7619919.516;467.511;Girth Weld;5000;12.35;11.45;;;;;;;
6111.7;22;598127.4928;7619915.44;467.2804;Girth Weld;5010;12.14;11.45;;;;;;;
6123.84;22;598138.9254;7619911.42;467.0421;Girth Weld;5020;12.3;11.45;;;;;;;
6136.14;22;598150.5144;7619907.366;466.812;Girth Weld;5030;12.39;11.45;;;;;;;
6148.53;22;598162.1821;7619903.265;466.4439;Girth Weld;5040;12.37;11.45;;;;;;;
6160.9;22;598173.8338;7619899.186;466.0002;Girth Weld;5050;12.29;11.45;;;;;;;
6173.19;22;598185.3996;7619895.104;465.6396;Girth Weld;5060;12.34;11.45;;;;;;;
6185.52;22;598197.0793;7619891.192;465.3681;Girth Weld;5070;12.35;11.45;;;;;;;
6197.87;22;598208.8683;7619887.599;465.0223;Girth Weld;5080;12.26;11.45;;;;;;;
6210.13;22;598220.5891;7619884.07;464.6737;Girth Weld;5090;12.36;11.45;;;;;;;
6222.49;22;598232.3989;7619880.507;464.2222;Girth Weld;5100;12.37;11.45;;;;;;;
6234.86;22;598244.2144;7619876.957;463.6988;Girth Weld;5110;12.34;11.45;;;;;;;
6247.2;22;598255.994;7619873.363;463.2714;Girth Weld;5120;11.85;11.45;;;;;;;
6259.05;22;598267.4353;7619870.436;462.8741;Girth Weld;5130;12.31;11.45;;;;;;;
6271.36;22;598279.6239;7619868.972;462.466;Girth Weld;5140;12.34;11.45;;;;;;;
6283.69;22;598291.9374;7619868.778;462.1074;Girth Weld;5150;12.33;11.45;;;;;;;
6296.02;22;598304.2414;7619868.616;461.7214;Girth Weld;5160;12.34;11.45;;;;;;;
6308.36;22;598316.5566;7619868.526;461.2951;Girth Weld;5170;12.35;11.45;;;;;;;
6320.71;22;598328.8779;7619868.477;460.8639;Girth Weld;5180;12.35;11.45;;;;;;;
6333.05;22;598341.1994;7619868.461;460.4096;Girth Weld;5190;12.05;11.45;;;;;;;
6345.11;22;598353.2251;7619868.457;459.8911;Girth Weld;5200;12.31;11.45;;;;;;;
6357.42;22;598365.5063;7619868.365;459.2882;Girth Weld;5210;12.38;11.45;;;;;;;
6369.81;22;598377.8558;7619868.234;458.6805;Girth Weld;5220;12.36;11.45;;;;;;;
6382.16;22;598390.1842;7619868.18;458.1404;Girth Weld;5230;4.01;11.45;;;;;;;
6386.17;22;598394.1855;7619868.185;457.9837;Girth Weld;5240;12.01;11.45;;;;;;;
6398.18;22;598406.1699;7619868.204;457.5481;Girth Weld;5250;12.18;11.45;;;;;;;
6410.36;22;598418.3179;7619868.197;457.0389;Girth Weld;5260;9.16;11.45;;;;;;;
6419.52;22;598427.4461;7619868.151;456.5131;Girth Weld;5270;12.37;11.45;;;;;;;
6431.88;22;598439.7549;7619867.7;455.7034;Girth Weld;5280;12.41;11.45;;;;;;;
6444.3;22;598451.9489;7619865.838;454.8839;Girth Weld;5290;11.95;11.45;;;;;;;
6456.25;22;598463.2421;7619862.038;454.1955;Girth Weld;5300;12.4;11.45;;;;;;;
6468.65;22;598474.9496;7619858.075;453.4974;Girth Weld;5310;12.1;11.45;;;;;;;
6480.75;22;598486.2939;7619853.991;452.7257;Girth Weld;5320;12.35;11.45;;;;;;;
6493.1;22;598497.3967;7619848.733;451.8359;Girth Weld;5330;12.36;11.45;;;;;;;
6505.46;22;598507.4607;7619841.654;451.2222;Girth Weld;5340;12.32;11.45;;;;;;;
6517.79;22;598516.871;7619833.735;450.7848;Girth Weld;5350;12.38;11.45;;;;;;;
6530.16;22;598526.3207;7619825.77;450.7372;Girth Weld;5360;12.29;11.45;;;;;;;
6542.45;22;598535.657;7619817.799;450.896;Girth Weld;5370;12.3;11.45;;;;;;;
6554.76;22;598545.0046;7619809.828;451.1496;Girth Weld;5380;12.34;11.45;;;;;;;
6567.09;22;598554.3826;7619801.837;451.4257;Girth Weld;5390;12.38;11.45;;;;;;;
6579.47;22;598563.7551;7619793.786;451.8858;Girth Weld;5400;12.35;11.45;;;;;;;
6591.82;22;598573.0382;7619785.712;452.8027;Girth Weld;5410;12.25;11.45;;;;;;;
6604.07;22;598582.2352;7619777.704;453.8734;Girth Weld;5420;12.38;11.45;;;;;;;
6616.45;22;598591.5072;7619769.584;454.873;Girth Weld;5430;12.12;11.45;;;;;;;
6628.57;22;598600.5804;7619761.617;455.8128;Girth Weld;5440;12.34;11.45;;;;;;;
6640.91;22;598609.8153;7619753.53;456.9837;Girth Weld;5450;12.22;11.45;;;;;;;
6653.13;22;598618.9886;7619745.549;458.0979;Girth Weld;5460;12.35;11.45;;;;;;;
6665.48;22;598628.2926;7619737.506;459.1241;Girth Weld;5470;11.83;11.45;;;;;;;
6677.32;22;598637.1818;7619729.787;460.1889;Girth Weld;5480;12.35;11.45;;;;;;;
6689.66;22;598646.4543;7619721.731;461.3294;Girth Weld;5490;12.35;11.45;;;;;;;
6702.01;22;598655.7626;7619713.697;462.349;Girth Weld;5500;12.23;11.45;;;;;;;
6714.24;22;598664.9755;7619705.71;463.1079;Girth Weld;5510;12.3;11.45;;;;;;;
6726.54;22;598674.2122;7619697.639;463.8382;Girth Weld;5520;12.33;11.45;;;;;;;
6738.87;22;598683.4521;7619689.531;464.6446;Girth Weld;5530;12.32;11.45;;;;;;;
6751.19;22;598692.7099;7619681.467;465.4982;Girth Weld;5540;12.38;11.45;;;;;;;
6763.56;22;598701.9972;7619673.339;466.2226;Girth Weld;5550;12.36;11.45;;;;;;;
6775.92;22;598711.2597;7619665.215;467.0175;Girth Weld;5560;12.12;11.45;;;;;;;
6788.05;22;598720.368;7619657.271;467.8252;Girth Weld;5570;12.35;11.45;;;;;;;
6800.4;22;598729.6747;7619649.209;468.6103;Girth Weld;5580;12.16;11.45;;;;;;;
